Departamento,Municipio,Nombre,Link,Vereda,Direccion,Codigo,Responsable,Telefono,EstadoConservacion,ConstitucionBien,Representatividad,Ubicación,Descripción,DescripcionCompleta
Huila,Rivera,Cascada La Bocana,https://huila.travel/inventario/216,rivera,0,41615.2.5.1.1.1.1.5285,SYTIC,0,,,,"Rivera, 0.",(1176 reviews),La Cascada Bocana es una caída de agua de 27 metros de altura formada por la quebrada la Medina compuesta por piscinas naturales una de sus principales caracteristicas son los nacimientos de agua azufrada que caen a la quebrada dándole una tonalidad particular a las aguas de esta cascada. La vegetación que lo rodea es la propia del bosque seco donde se destacan las especies arbóreas de naranjuelo matarratón entre otras. Saliendo del parque principal se toma la carrera 7 hasta la calle 7 se continúa en línea recta por la vía a la Ulloa durante 5 kilómetros en el corregimiento la Ulloa se gira a la derecha por la vía principal y a 500 metros está el inicio del sendero al costado izquierdo es un sendero de 3 kilómetros de distancia.
Huila,La Plata,CASCADA LA CANDELARIA,https://huila.travel/inventario/81,VEREDA LA MARIA,,2.5.1,SITYC Huila,0,,,,"La Plata, NA.",(1176 reviews),"Cascada de aproximadamente 200 metros de altura, con un muy buen caudal en medio de exuberante vegetación y peñascos. Por su caudal y caída libre se forman grandes nubes de vapor de agua y en días soleados se puede ver el arco iris. Por la vía que del casco urbano de la plata conduce a Popayán pasando por los centros poblados de Gallego, villalozada y belén, 3 km adelante de la entrada a la RNP Meremberg, encontramos un cruce a mano derecha y de ahí 2 Km al mirador donde se puede apreciar la cascada. La Plata está Localizada a 122 Km de Neiva por la vía Puracé Popayán."
Huila,La Argentina,CASCADA LA GAITANA,https://huila.travel/inventario/144,SAN BARTOLO,,2.5.1,SITYC Huila,0,,,,"La Argentina, NA.",(1176 reviews),"Caída de agua de aproximadamente 200 metros en la quebrada El Pescado. Desciende por un lecho rocoso, rodeada por áreas de vegetación natural y potreros. El acceso a la parte superior se hace por un exuberante bosque, con algún grado de dificultad, presenta altas posibilidades para la práctica de deportes de riesgo controlado con sistemas de cuerdas. Ubicada a 17 Km de La Argentina, en la vereda Alto Pensil. El municipio de La Argentina esta ubicado a 153 Km de la ciudad de Neiva. 116 km por una vía pavimentada en muy buen estado, hasta el municipio de La Plata y de allí por una vía sin pavimentar 23 Km por la vía La Plata, Belén , Popayán y 14 Km tomando un desvió en el centro poblado de Gallego."
Huila,La Argentina,CASCADA LA GALLINETA,https://huila.travel/inventario/153,VEREDA EL PENSIL,,2.5.1,SITYC Huila,0,,,,"La Argentina, NA.",(1176 reviews),"Caída de agua natural de aproximadamente 30 metros de alto, rodeada de paisajes naturales; lugar para la práctica de deportes extremos con cuerdas como rapel y torrentismo y la observación activa de fauna y flora. El municipio de La Argentina esta ubicado a 153 Km de la ciudad de Neiva. 116 km por una vía pavimentada en muy buen estado, hasta el municipio de La Plata y de allí por una vía sin pavimentar 23 Km por la vía La Plata, Belén , Popayán y 14 Km tomando un desvió en el centro poblado de Gallego."
Huila,Yaguará,Cascada La María,https://huila.travel/inventario/221,yaguara,0,41885.2.5.1.1.1.1.5097,SYTIC,0,,,,"Yaguará, 0.",(1176 reviews),Cascada de aproximadamente unos 20 metros de largo la cual cae sobre una pared de roca inclinada que forma una piscina natural a su caída. Está ubicada en medio de un ecosistema de bosque seco tropical con árboles caducifolios y una topografía rocosa. Desde el Parque Principal de Yaguará se toma la vía a Neiva por 3.6 kilómetros allí se cruza a la izquierda para tomar una carretera veredal 2.9 kilómetros en ese cruce se toma la vía a la derecha por 3.1 kilómetros lugar donde encuentra un cruce a la izquierda y un sendero se debe toma el sendero por 05 kilómetros hasta llegar a la cascada.
Huila,Colombia,Cascada La Promesa,https://huila.travel/inventario/187,El Dorado,Vereda El Dorado Puente de la Quebrada El purgatorio,2.5.1,SYTIC,3214260000,,,,"Colombia, Vereda El Dorado Puente de la Quebrada El purgatorio.",(1176 reviews),"Caida de agua de cerca de 30 Mts de altura sobre la quebrada El Purgatorio, el acceso se hace por un bosque exuberante de la zona de protección, con algun grado de dificultad y en tiempos de verano caen dos chorros de agua divididos por una roca cenytral y en teimpos de lluvia cenuna sola cascada como un velo de novia, en uno de los costados hay una pequeña gruta, con una virgen. Se dice que las parejas de enamorados van al sitio a prometerse amor eterno. 24 Km del casco urbano del municipio de Colombia por la via que conduce a la vereda El Dorado, al pasar el puente sobre la quebrada el purgatorio se toma un sendero quebrada arriva por cerca de 300 Ms."
Huila,Paicol,Cascada La Serpiente,https://huila.travel/inventario/205,paicol,0,41518.2.5.1.1.1.1.7742,SYTIC,0,,,,"Paicol, 0.",(1176 reviews),Cascada de cerca de 40 metros de altura sobre la Quebrada La Motilona la cascada cae sobre un barranco rocoso en el lecho de la quebrada en temporadas lluviosas abarca todo el ancho del barranco y en épocas secas forma dos o tres caídas de agua que finalmente terminan en un pozo de agua. La cascada está en una zona boscosa que hace parte de la zona de protección de la cuenca en un ecosistema de bosque seco tropical que se complementa con una caída de agua y el pozo. En el sitio se pueden observar algunas aves como loros tángaras y mirlas. Desde el Parque Principal del Municipio de Paicol se toma una ruta que conduce a la vereda La Laja por 6 kilómetros y allí se encuentra un sendero en el costado izquierdo de la vía que conduce a la cascada se debe caminar cerca de 600 metros.
Huila,Garzón,Cascada Las Damas,https://huila.travel/inventario/238,GARZON,0,41298.2.5.1.1.1.1.5305,SYTTIC,0,,,,"Garzón, 0.",(1176 reviews),Es un cascada de un poco más de 20 metros en la quebrada Las Damas ubicada en un profundo cañón con presencia de un ecosistema de bosque seco tropical nace en los limites del Parque Natural Regional Cerro Páramo de Miraflores en la cordillera oriental. El recorrido de cerca de 750 metros hace parte del encanto del sitio pues se disfruta del paisaje la exigencia física y el contacto con la naturaleza. Su nombre fue dado porque anteriormente este lugar era frecuentado por las mujeres para lavar la ropa. Saliendo desde el Parque Principal de Garzón se busca la ruta que conduce a la Vereda el Paraíso una vez se toma esta vía se conduce por 6 kilómetros hasta La finca ecoturística Cascada de Las Damas y de allí 750 metros por un sendero demarcado.
Huila,Palestina,CASCADA LOS CRISTALES - PARQUE NATURAL NACIONAL CUEVA DE LOS GUACHAROS,https://huila.travel/inventario/33,,PARQUE PRINCIPAL PALESTINA,2.5.1,SITYC Huila,8315700,,,,"Palestina, PARQUE PRINCIPAL PALESTINA.",(1176 reviews),"Caída de agua en la desembocadura de la quebrada los cristales en el cauce del rio suaza, tiene aproximadamente 25 metros de altura, y el efecto de la acción del agua ha formado escalones sobre la roca calcárea. En el sitio y sus alrededores se puede disfrutar del paisaje y de la observación de fauna y flora silvestre. Ubicado a 20 Km del municipio de Palestina, 12 km hasta la vereda la mensura por una carretera si pavimentar y 8 km por un camino de herradura. Palestina está ubicada a 217 Km de Neiva, 189Km por vía pavimentada hasta Pitalito y 18 Km por carretera sin pavimentar."
Huila,San Agustí­n,CASCADA LOS TRES CHORROS,https://huila.travel/inventario/64,VEREDA LA PRADERA,,2.5.1,SITYC Huila,2147480000,,,,"San Agustí­n, NA.",(1176 reviews),"Espectacular cascada en el rio Mulales, que forma tres chorros de muy buen caudal, en una caída de cerca de 26 mts de alto. Esta situada en medio de un exuberante paisaje de bosque, y se accede al sitio en principio por un camino por entre antiguas haciendas ganaderas, el sitio Las Tapias donde se fundo San Agustín por primera vez, bosques de roble y al final por un sendero precolombino en medio de terrazas artificiales hechas por los antiguos pobladores para sus cultivos y sus viviendas; donde hoy se siembran frutales de clima frio, frijol y habichuela. Para llegar a San Agustín usted debe tomar la vía Bogotá - Neiva (306 Km), Neiva - Pitalito (189 Km) y Pitalito - San Agustín (38Km), El sendero que conduce a Tres Chorros empieza a 12 Km de el casco urbano de San Agustín. A la ciudad de Neiva se puede llegar por vía aérea"
Huila,Rivera,CASCADA SALTO DEL ANGEL,https://huila.travel/inventario/133,VEREDAS ALTO PEDREGAL- MESITAS,,2.5.1,SITYC Huila,0,,,,"Rivera, NA.",(1176 reviews),"Sendero interpretativo con componentes agrícolas, históricos y culturales, que tiene como eje central una cascada ubicada en un cañón, en la quebrada Agua Fría donde se pueden desarrollar actividades de cuerdas, escalada libre y otras actividades recreativas. En el recorrido se pueden apreciar algunas construcciones coloniales y republicanas, viviendas campesinas en bahareque y techo de palma, diversos cultivos, ganado; y fauna y flora silvestre. El circuito se puede hacer pasando por alguno de los sitios de aguas termales Del municipio de Rivera, localizado a 22 Km de la ciudad de Neiva, se toma un carretera sin pavimentar que va hacia la vereda Mesitas., el regreso se hace por la vereda el Salado carretera de termales"
Huila,Rivera,Cascada Salto del Ángel,https://huila.travel/inventario/210,rivera,0,41615.2.5.1.1.1.1.5215,SYTIC,0,,,,"Rivera, 0.",(1176 reviews),Es una cascada de aproximadamente 15 metros de altura formada por la Quebrada río Frío rodeada por abundante vegetación propia del bosque seco encontrando especies de árboles como el matarratón naranjuelo arrayanes entre otros. Partiendo del parque principal de Rivera se toma la calle 4a hasta la carrera primera se continúa derecho por la vía a los termales y a 2 kilómetros se encuentra la entrada al costado derecho de la vía previamente señalizada. Se toma la vía de acceso por 700 metros hasta llegar al hotel La Cascadadesde allí se debe tomar el sendero peatonal previamente señalizado el cual tiene una extensión de 1 kilómetro hasta la cascada.
Huila,Rivera,Cascadas El Santuario,https://huila.travel/inventario/211,rivera,0,41615.2.5.1.1.1.1.5216,SYTIC,0,,,,"Rivera, 0.",(1176 reviews),Conformadas por la fuente hídrica de la quebrada la Honda en una serie de 4 cascadas de entre 3 y 6 metros de altura rodeada se matorrales y especies propias del clima cálido. Se accede a la primera cascada desde el sendero más a las demás caídas de agua se accede por los muros que se habilitaron para el riego de los cultivos la ultima cascada es necesario ir con un guía experto y equipo de cuerdas por el nivel de su pendiente. kilómetros existe una desviación del camino al costado derecho de la vía a la vereda el Guadual se toma esa ruta por 1.5 kilómetros hasta encontrar una vía destapada al costado derecho. Se transita 300 metros hasta llegar a los tanques del acueducto y en ese punto se gira a la izquierda por primera entrada se recorre 1 kilómetro hasta llegar a la casa de la finca El Santuario de ahí en adelante se continúa el trayecto caminando por 2 kilómetros hasta llegar a las cascadas.
Huila,Colombia,Cascadas Las Tres Marías,https://huila.travel/inventario/186,Vereda El Valle,Vereda El valle,2.5.1,SYTIC,3125170000,,,,"Colombia, Vereda El valle.",(1176 reviews),"Caidas de agua consecutivas en la Quebrada San Roque en La Vereda El Valle, están rodeadas de exuberante naturaleza, forman pozos naturales que son utilizados para la recreación y se ha establecido un sendero interpretativo, que asciende por la quebrada para terminar en la mas alta de las cascadas, y descender por zonas de cultivos. ubicadas a 21 Km del Casco Urbano del Municipio de Colombia por una vía en afirmado en buen estado"
Huila,Garzón,Casona Santa Cruz de La Plazuela,https://huila.travel/inventario/190,Centro Poblado de La Jagua,Calle 2 # 2-08 Barrio Santa Rosa 414020 la Jagua Huila,1.1.2.1,SYTIC,3133470000,21%,,28%,"Garzón, Calle 2 # 2-08 Barrio Santa Rosa 414020 la Jagua Huila.",(1176 reviews),"Antigua casona de estilo colonial restaurada para vivienda familiar y actividades comerciales del sector gastronómico, construida en bahareque, con cubierta de teja de barro sobre estructura de madera amarrada con tiras de cuero, pisos en tableta cuadrada de ladrillo cocido, cuenta con un jardín interior en forma de plazoleta, con una fuente, los techos son bajos y sus puertas y ventanas son en madera tallada con forja en hierro, en algunas de sus paredes, han dejado testigos de la construcción en bahareque, donde se puede apreciar la estructura en madera y listones de guadua, el relleno de barro y paja, y finalmente el afinado en un mortero de barro, paja y otros materiales orgánicos. Se Ingresa al poblado de La Jagua por la Carrera 4 que es la vía principal, hasta la calle tercera, donde se cruza ala izquierda por una via diagonal y al final de la cuadra encuuentra la Casona"
Huila,Neiva,CATEDRAL DE LA INMACULADA CONCEPCIÓN,https://huila.travel/inventario/42,CASCO URBANO DE LA CIUDAD NEIV,CALLE 7 CARRERA 4 ESQUINA,1.1.3.1,SITYC Huila,8753070,21%,,28%,"Neiva, CALLE 7 CARRERA 4 ESQUINA.",(1176 reviews),"Catedral actual de la ciudad de Neiva, cuya primera piedra se bendijo en 1914 por parte del Pbro. Moisés Castro. Inicia su construcción en el año 1917 y termina en 1957 sobre proyectos elaborados por el arquitecto Francisco A. Staute. Presenta estilo ojival o gótico en un área de 2.200 metros cuadrados. La planta del edificio tiene forma de cruz latina, de brazos desiguales y está compuesta por tres naves longitudinales y una transversal, en la fachada principal sobresale una torre campanario rematando en cúpula piramidal con cruz metálica. Esquina Suroccidental Del Parque Santander De Neiva. Neiva está Ubicada a 306 Km al sur de la ciudad de Bogotá, por una vía en muy buenas condiciones. Se puede llegar por vía aérea."
